Business process variability: A tool for declarative template design,2012,3,0,0,False,False,3
Boundary spanning in business process management: Theoretical framing and case study,2012,1,0,0,False,False,1
A gap between Business Process Intelligence and redesign process,2012,1,0,1,False,False,2
"Process reuse in product development with 5D models: Concepts, similarity measures and querying techniques",2012,1,0,0,False,False,1
Concept of a system for addressing bad publicity in social media using knowledge in business process models,2012,3,1,0,False,True,4
Patterns to enable mass-customized business process monitoring,2012,3,0,0,False,False,3
"Introduction to the track on Cyber Physical Society with SOA, BPM and sensor networks in the Wetice 2012 conference",2012,3,0,1,False,False,4
Implementing managed loosely-coupled distributed business processes: A new approach using DIME networks,2012,2,0,0,False,False,2
Improving collaborative business process execution by traceability and expressiveness,2012,3,0,0,False,False,3
Linking legacy services to the business process model,2012,3,0,0,False,False,3
Advanced case management enabled by business provenance,2012,3,1,0,False,False,4
Facilitating services and engineering process management in distributed engineering of control applications,2012,2,0,0,False,False,2
A process definition language for Internet of things,2012,3,0,1,False,False,4
Balanced resource allocation,2012,1,0,0,False,False,1
Aligning event logs and declarative process models for conformance checking,2012,3,0,0,False,False,3
Plug-and-play virtual factories,2012,4,0,0,False,False,4
On guaranteeing global dependability properties in collaborative business process management,2012,3,1,0,True,False,4
Consulting - a creativity-intensive process? insights from an exploratory case study,2012,1,0,3,False,False,4
Approach for a business process alignment: From modeling to implementation; [Approche pour un meilleur alignement des processus métiers: De la modélisation à l'implémentation],2012,0,0,3,False,False,3
Where did I misbehave? Diagnostic information in compliance checking,2012,2,1,0,True,False,3
Evaluation measures for similarity search results in process model repositories,2012,3,0,0,False,False,3
Interactive workflows with WADE,2012,3,0,0,False,False,3
Cloud-based collaborative decision making: Design considerations and architecture of the GRUPO-MOD system,2012,1,0,0,False,False,1
Defining process performance indicators by using templates and patterns,2012,3,1,0,True,False,4
The co-creation machine: Managing co-creative processes for the crowd,2012,2,0,0,False,False,2
Modeling rewards and incentive mechanisms for social BPM,2012,1,0,2,False,False,3
Isotactics as a foundation for alignment and abstraction of behavioral models,2012,3,0,0,False,False,3
An ontology for workflow organizational model mining,2012,3,0,0,False,False,3
A strategy based on LSP for the evaluation of specific languages for business processes modeling,2012,1,0,7,False,False,8
Applying Linked Data concepts in BPM,2012,2,1,0,True,False,3
Agile bpm in the age of cloud technologies,2012,2,0,0,False,False,2
Evaluating the use of IT by the third party logistics in South East Asia to achieve competitive advantage and its future trend,2012,3,0,1,False,False,4
CoopIS 2012 PC co-chairs message,2012,1,2,0,True,False,3
A multi-commodity flow based approach to scheduling multi-model synchronization,2012,3,0,2,False,False,5
A novel design of 8-Gbps IR-UWB pulse generator,2012,2,0,1,False,False,3
From calls to events: Architecting future BPM systems,2012,5,0,0,False,False,5
An approach to a pattern for business process management and deployment of software engineering for small companies in a crossplatform era,2012,4,0,0,False,False,4
Data support in process model abstraction,2012,2,0,0,False,False,2
Towards automatic generation of process architectures for process collections,2012,1,0,0,False,False,1
A study on business process dynamic evaluation of business process integration management based on Fuzzy-EAHP,2012,3,1,1,False,False,5
Simulation based process design: Modeling and applications,2012,3,0,2,False,False,5
The analysis method about change domain of business process model based on the behavior profile of petri net,2012,2,1,1,False,False,4
Operational semantics of aspects in business process management,2012,2,1,0,False,False,3
Service exploration: Collaboration of information-centric and activity-centric business process,2012,1,0,1,False,False,2
A novel sine wave based UWB pulse generator design for single/multi-user systems,2012,3,0,0,False,False,3
The difficulty of replacing an inclusive OR-join,2012,2,0,0,False,False,2
Evaluation of maturity models for business process management: Maturity models for small and medium-sized enterprises,2012,2,1,0,False,False,3
Study on the architecture of platform for internet of things service based on EDSOA,2012,2,0,1,False,False,3
On the decidability of verifying artifact validity in business processes,2012,0,0,1,False,False,1
A two-tier data-centric framework for flexible business process management,2012,3,0,1,False,False,4
Managing large numbers of business processes with cloud workflow systems,2012,3,1,1,False,False,5
Object relational business process repository,2012,1,1,0,True,False,2
Improving ERP integration,2012,0,0,2,False,False,2
Services conceptualization within SOA/BPM methodology,2012,1,4,0,True,False,5
Event-driven manufacturing process management approach,2012,2,0,0,False,False,2
Perceptions of MBA students on business process modeling as a learning tool: An empirical investigation,2012,1,1,0,True,False,2
Applications for business process repositories based on semantic standardization,2012,1,1,0,True,False,2
Strategic alignment of business processes,2012,3,2,0,False,False,5
Process warehouses in practice: A goal-driven method for business process analysis,2012,1,1,0,False,True,2
The study on R&D enterprise management based on knowledge management,2012,0,1,0,True,True,1
SABUMO: Towards a collaborative and semantic framework for knowledge sharing,2012,4,1,0,False,True,5
Keeping decisions and rationale explicit in business process analysis,2012,1,1,0,False,True,2
Quasi phase matching through periodic step structure - Modeling of frequency conversion in consideration of heat influence,2012,8,0,0,False,False,8
Improve performance of enterprises information portal using RFC and IDOC technique,2012,2,0,1,False,False,3
The role of editor in collaborative modeling,2012,1,0,0,False,False,1
"How to learn to ""speak S-BPM"" - Lessons from language learning",2012,0,1,0,True,True,1
A graph similarity matching algorithm for artifact-centric business process models,2012,2,2,0,False,True,4
A pattern based approach for structural analysis of workflow models,2012,1,0,1,False,False,2
A BPM software evaluation method,2012,2,1,1,False,False,4
An ontological approach for dynamic cross-enterprise collaboration,2012,1,1,0,False,True,2
Ensuring reliability in B2B services: Fault tolerant inter-organizational workflows,2012,3,0,1,False,False,4
Decomposing process mining problems using passages,2012,1,0,0,False,False,1
A mapping from normative requirements to Event-B to facilitate verified data-centric business process management,2012,1,1,0,True,False,2
Using the arbitrator pattern for dynamic process-instance extension in a work-flow management system,2012,2,0,1,False,False,3
Generating multi-objective optimized configurable business process models,2012,0,0,4,False,False,4
From business processes to software services and vice versa - An improved transition through service-oriented requirements engineering,2012,4,0,1,False,False,5
"New modeling concepts in S-BPM: The first implementation of the ""Message Guard"" and ""Macro"" behavior extensions",2012,1,0,0,False,False,1
Combining social Web and BPM for improving enterprise performances: The BPM4People approach to Social BPM,2012,3,1,0,False,False,4
S-BPM education on the Dalton Plan: An e-learning approach,2012,1,0,0,False,False,1
Mapping possibilities of S-BPM and BPMN 2.0: Implementing a BPM interface,2012,1,0,0,False,False,1
Using concurrent task trees for stakeholder-centered modeling and visualization of business processes,2012,2,1,0,False,True,3
Business process engine simulator,2012,1,1,1,False,True,3
Causes-based problems in business process compliance based management,2012,2,0,0,False,False,2
Performance evaluation of medical imaging service,2012,0,0,9,False,False,9
A novel behavioral similarity measure for artifact-oriented business processes,2012,2,1,1,False,False,4
Whom to talk to? A stakeholder perspective on business process development,2012,2,0,0,False,False,2
A current assessment of the quality and stateof the art of process management: A discussion of results from a recent survey,2012,2,0,0,False,False,2
Process instance migration: Flexible execution of distributed business processes,2012,2,1,0,False,False,3
Distributed process discovery and conformance checking,2012,1,0,0,False,False,1
Workflow patterns put into context,2012,0,0,2,False,False,2
Business process management field guide,2012,1,0,0,False,False,1
Identifying business rules to legacy systems reengineering based on BPM and SOA,2012,4,1,0,False,False,5
SMART - Knowledge Enriched S-BPM,2012,0,1,0,True,True,1
In or out? A student project on the enrollment process: Developing a reference model for a service-oriented portal through S-BPM process exploration,2012,4,0,0,False,False,4
On improving the visibility of hard-measurable process performance,2012,2,0,0,False,False,2
Business intelligence in corporate information system: Integral approach,2012,1,0,1,False,False,2
Resource behavior measure and application in business process management,2012,3,0,0,False,False,3
Development of an integrated procedure model for optimization of distribution processes within industry,2012,1,1,0,False,True,2
A solution to extending dynamic web project wizard,2012,2,0,1,False,False,3
Process-Centric IT in practice: Mobilizing IT through business process management,2012,2,0,0,False,False,2
Using pattern perspective to model key business process performance,2012,1,0,0,False,False,1
A proposal for modeling standards for subject-oriented modeling with PASS: A paper for the interactive education material track for modeling principles based on the usage of the metasonic build PASS-editor and their PASS-engine,2012,1,0,1,False,False,2
A way to support SPI strategy through CertiBPM training and certification program in Romania,2012,3,1,0,True,False,4
Methodology for migration of long running process instances in a global large scale BPM environment in Credit Suisse's SOA landscape,2012,3,0,0,False,False,3
Continuous process improvement based on adaptive workflow mining technique,2012,1,2,0,False,True,3
Designing a public management process with S-BPM,2012,2,0,0,False,False,2
Industrial application of semantic process mining,2012,2,0,0,False,False,2
A clustering approach for artifact-centric business process models,2012,2,2,0,False,True,4
Context aware business process aspect modeler,2012,1,2,0,True,False,3
EU project BPM-GOSPEL - Applying compliance management scenarios in business process modelling for trusted business coaching programs,2012,4,0,0,False,False,4
Requirements for business process management systems supporting business process agility,2012,1,0,0,False,False,1
Tool support for process modeling using proximity score measurement,2012,2,2,0,False,True,4
DFTA: Dynamic fault tree analysis for real-time business process monitoring,2012,1,0,2,False,False,3
On the systematic development of domain-specific mashup tools for end users,2012,6,0,0,False,False,6
Coordination for fragmented loops and scopes in a distributed business process,2012,1,1,0,True,False,2
Adaptive case management for the government policy office,2012,1,0,0,False,False,1
Business process regulatory compliance management solution frameworks: A comparative evaluation,2012,1,0,0,False,False,1
Mapping the integrated care pathway into BPM for health case management,2012,2,1,0,True,False,3
Towards a decision tool for choosing a business process maturity model,2012,2,1,0,True,False,3
Integrating CEP and BPM - How CEP realizes functional requirements of BPM applications (industry article),2012,3,0,0,False,False,3
Toward enhanced life-cycle support for declarative processes,2012,2,1,0,False,True,3
Subjective security and safety - S-BPM as a base for the description of security and safety objectives,2012,3,1,0,False,False,4
Pattern-driven green adaptation of process-based applications and their runtime infrastructure,2012,6,0,0,False,False,6
Cross-national and cross-industrial comparison of ict-enabled business process management and performance,2012,2,1,0,True,False,3
An ontological approach to oracle BPM,2012,2,0,1,False,False,3
Process mining: Overview and opportunities,2012,1,0,0,False,False,1
Design and fabrication of a 1-by-4 multimode interference splitter,2012,1,1,1,True,False,3
Optimized interactive processes,2012,3,1,0,False,False,4
Process management as basis for quality management in service industry,2012,4,2,0,False,True,6
Gateway as a service: A cloud computing framework for web of things,2012,3,2,2,False,False,7
Process algebra and the subject-oriented business process management approach,2012,2,0,0,False,False,2
The analysis of optical transmission in three-dimensional waveguide coupler,2012,3,1,1,False,False,5
ProcessWiki: A contribution for bridging the last mile problem in automotive retail,2012,3,0,0,False,False,3
Open Source Workflow Management Systems for the Internal Audit process,2012,1,1,0,True,False,2
BPMN usage: An analysis of influencing factors,2012,1,1,0,False,True,2
Business process lines and decision tables driving flexibility by selection,2012,2,2,0,True,False,4
Capturing compliance requirements: A pattern-based approach,2012,3,1,0,False,False,4
An integrated method for business process improvement,2012,4,0,1,False,False,5
A task operation model for resource allocation optimization in business process management,2012,3,0,0,False,False,3
Propagating changes between aligned process models,2012,2,0,1,False,False,3
Special issue on intelligent and innovative computing in business process management,2012,1,2,1,True,False,4
Propagation study of Y-junction optical splitter using BPM,2012,3,0,1,False,False,4
Integrated framework for seamless modeling of business and technical aspects in process-oriented enterprise applications,2012,1,2,0,False,True,3
Information systems for supply Chain management in automotive industry,2012,2,2,0,True,False,4
Context-sensitive business process support based on emails,2012,3,0,0,False,False,3
The role of BPM in the IT value-chain: Exploring how managing business processes can decouple business and IT,2012,1,0,0,False,False,1
A workflow based clinical decision support system through integration of clinical workflow and knowledge processing,2012,3,4,3,False,False,10
A general framework for precision checking,2012,2,0,0,False,False,2
Reactive event calculus for monitoring global computing applications,2012,4,1,0,False,False,5
Providing fault-tolerant execution of web-service-based workflows within clouds,2012,5,0,0,False,False,5
Configurable analysis of sequential multi-party choreographies,2012,2,0,0,False,False,2
Using π-calculus for formalizing service interactions,2012,3,1,0,False,False,4
Developing domain-specific mashup tools for end users,2012,6,0,0,False,False,6
Key information technology and management issues 2011-2012: An international study,2012,6,0,0,False,False,6
Analysis of heuristics to identify crosscutting concerns in business process models,2012,1,4,0,True,True,5
Subjects vs. objects - A top-down approach,2012,1,0,0,False,False,1
Impact of information and communication technologies on business process management on small and medium enterprises in the emerging countries,2012,2,1,0,True,False,3
Periodic performance prediction for real-time business process monitoring,2012,1,0,2,False,False,3
New optical splitter design for application in fibre-to-the home passive optical network using virtual lab platform,2012,1,3,1,False,False,5
SLA business management based on key performance indicators,2012,0,0,1,False,False,1
Knowledge engineering for business rules in PROLOG,2012,2,0,0,False,False,2
From subject-phase model based process specifications to an executable workflow,2012,1,0,0,False,False,1
A framework for the support of value co-creation by social software,2012,1,0,0,False,False,1
Modeling security requirements in service based business processes,2012,3,1,0,False,False,4
A monitor approach in data-centric BPM,2012,2,1,0,True,False,3
Enterprise systems meet social BPM,2012,1,0,0,False,False,1
edUFlow: An event-driven ubiquitous flow management system,2012,2,1,1,False,True,4
BPMS implementations in SMEs: Exploring the creation of a situational method,2012,3,0,0,False,False,3
How to design and deliver process context sensitive information: Concept and prototype,2012,1,1,0,False,True,2
Modeling business rules for supervisory control of process-aware information systems,2012,4,1,0,False,False,5
Repository-based ERP case studies: A study about chances and benefits of agile case study development,2012,3,0,0,False,False,3
ZEP520A cold-development technique and tool for ultimate resolution to fabricate 1Xnm bit pattern EB master mold for nano-imprinting lithography for HDD/BPM development,2012,6,0,3,False,False,9
An approach towards subject-oriented access control,2012,3,0,0,False,False,3
Towards intelligent supply chains: A unified framework for business process design,2012,2,0,0,False,False,2
Business process improvement framework and representational support,2012,3,0,0,False,False,3
A proposal for ownership representation in the context of business process models,2012,1,4,0,True,True,5
Towards an understanding of the business process analyst: An analysis of competencies,2012,0,1,1,False,True,2
"Integrating ordinary users into process management: Towards implementing bottom-up, people-centric BPM",2012,2,0,0,False,False,2
Control-flow pattern based transformation from UML activity diagram to YAWL,2012,3,1,0,False,False,4
"Business process model abstraction: A definition, catalog, and survey",2012,3,0,1,False,False,4
Aspect oriented business process modelling with precedence,2012,2,1,0,False,False,3
Enhancing business process management with a constraint-based approach,2012,1,0,0,False,False,1
BPM Academic initiative fostering empirical research,2012,3,0,0,False,False,3
Cold-development tool and technique for the ultimate resolution of ZEP520A to fabricate an EB master mold for nano-imprint lithography for 1Tbit/inch2 BPM development,2012,4,0,0,False,False,4
A method of business processes activity composition for emergency management,2012,2,0,1,False,False,3
Using status feeds for peer production by coordinating non-predictable business processes,2012,2,0,0,False,False,2
Routinizing change: Does business process management technology have unintended firm-level consequences?,2012,2,1,0,False,True,3
Stakeholder-driven collaborative modeling of subject-oriented business processes,2012,2,0,0,False,False,2
Virtual worlds as a model-view approach to the communication of business processes models,2012,3,0,0,False,False,3
ModelAsYouGo: (Re-) design of S-BPM process models during execution time,2012,2,0,0,False,False,2
Extending BPMN 2.0 for modelling the combination of activities that involve data constraints,2012,1,2,0,True,False,3
Configurable process models for logistics case study for customs clearance processes,2012,3,0,0,False,False,3
Towards an integration of GRC and BPM - Requirements changes for compliance management caused by externally induced complexity drivers,2012,3,0,0,False,False,3
A platform for research on process model collections,2012,4,0,0,False,False,4
Building a conceptual roadmap for systemic change - A novel approach to change management in expert organizations in health care,2012,0,1,0,True,True,1
Post-mortem analysis of bpm-interlock triggered beam dumps at petra-III,2012,1,0,2,False,False,3
Leveraging process discovery with trace clustering and text mining for intelligent analysis of incident management processes,2012,3,0,1,False,False,4
The influence of human capabilities in effort estimation of business processes modeling projects,2012,3,4,0,False,False,7
A review of event formats as enablers of event-driven BPM,2012,4,0,0,False,False,4
How to choose the right BPM tool: AMaturity-centric decision framework with a case evaluation in the european market,2012,5,0,0,False,False,5
Disaster recovery -The process management perspective,2012,1,2,0,True,False,3
Interval logic for design and maintenance of complex event processing systems (short paper),2012,2,0,1,False,False,3
Automatic execution of business process models: Exploiting the benefits of Model-driven Engineering approaches,2012,0,0,4,False,False,4
Architecture and language for semantic reduction of domain-specific models in BPMS,2012,2,1,0,True,False,3
The impact of business process complexity on business process standardization: An empirical study,2012,3,0,0,False,False,3
A framework for measuring and managing value achievement in business processes,2012,2,1,1,False,False,4
Analysing and improving a recruitment process: A teaching case for developing business process improvement capabilities,2012,1,1,0,True,False,2
An empirical assessment of the usefulness of weakness patterns in business process redesign,2012,4,0,0,False,False,4
PCA-C: A process-centric approach for integrating and managing cloud services,2012,4,0,0,False,False,4
Modeling business objectives for business process management,2012,2,0,0,False,False,2
"Business analytics, process maturity and supply chain performance",2012,4,0,0,False,False,4
Knowledge management and business process redesign: An integrated framework; [Gestão do conhecimento e redesenho de processos de negócio: Proposta de uma metodologia integrada],2012,1,1,0,False,True,2
Building a bridge between information and process management,2012,1,0,0,False,False,1
Quality and impact monitoring for local eGovernment services,2012,2,1,0,False,False,3
Business process modelling and simulation using formal experience record,2012,2,0,0,False,False,2
A Precise Execution Semantics for BPMN,2012,1,0,0,False,False,1
Generating valid reference Business Process model using genetic algorithm,2012,3,1,0,False,False,4
Comparative analysis of the implementation of business process management in public administration in Germany and Switzerland,2012,3,0,0,False,False,3
Ontology on the level g of the software process model MPS.Br to assist business processes modeling,2012,2,1,0,False,False,3
Industry operations architecture for business process model collections,2012,4,3,0,False,False,7
Event-driven process-centric performance prediction via simulation,2012,2,0,0,False,False,2
Developing a process quality improvement questionnaire - A case study on writing discharge letters,2012,2,3,0,False,False,5
Ad-hoc adaption of subject-oriented business processes at runtime to support organizational learning,2012,1,0,0,False,False,1
Separating compliance management and business process management,2012,2,1,1,True,False,4
Workflow simulation for operational decision support using event graph through process mining,2012,1,3,0,True,False,4
A formative measurement model of business process model quality,2012,1,1,0,True,False,2
Master mold and working replica fabrication for nano-imprinting lithography for 1Tbit/inch2 and 25nm pitch bit patterned media,2012,5,0,4,False,False,9
A study on the business process management and modeling using i-AOMA,2012,0,0,2,False,False,2
Goal-oriented model-driven business process monitoring using ProGoalML,2012,1,1,0,False,True,2
The function-behaviour-structure diagram for modelling workflow of information systems,2012,1,1,0,False,True,2
On theoretical foundations of empirical business process management research,2012,3,0,0,False,False,3
Using social network analysis and derivatives to develop the S-BPM approach and community of practice,2012,2,1,0,False,True,3
Relevance Of Business Process Management (BPM) course in business school curriculum & course outline,2011,4,0,1,False,False,5
Limitations of performance measurement systems based on key performance indicators,2011,2,0,0,False,False,2
Transaction management for inter-organizational business process,2011,2,1,0,False,False,3
Design and fabrication of a 1-by-4 multimode interference splitter based on InP,2011,2,1,1,True,False,4
Business processes and organisations: Challenges and opportunities towards a people-centric approach,2011,2,0,0,False,False,2
Understanding dynamic is capabilities for effective process change: A theoretical framework and an empirical application,2011,2,0,1,False,False,3
Simulation standard for business process management,2011,2,0,0,False,False,2
"The ""selection, training, follow and evaluation framework"" (STFEF) for manager's in business innovation transformation projects"" a holistic overview",2011,2,0,0,False,False,2
A comparative analysis of Business Analysis (BA) and Business Process Management (BPM) capabilities,2011,3,2,0,False,False,5
Realization of business process automation based on web services and WS-BPEL,2011,3,0,1,False,False,4
From information systems development to enterprise engineering,2011,0,0,1,False,False,1
"Managing insights: A repository for process analytics, optimization and decision support",2011,3,0,0,False,False,3
Towards a conceptualisation of BPM culture: Results from a literature review,2011,0,1,1,False,True,2
The foundations for managing a modern enterprise: A review,2011,3,0,0,False,False,3
"The quest for know-how, know-why, know-what and know-who: Using KAOS for enterprise modelling",2011,2,0,0,False,False,2
Global knowledge-intensive business process: Extending the boundaries of business process management,2011,1,1,0,True,False,2
Towards educating boundary spanning professionals across BPM and BI domains,2011,0,2,0,True,True,2
BPMN and design patterns for engineering social BPM solutions,2012,2,1,0,False,True,3
Overcoming difficulties of applying business process management in real business environment,2011,1,0,0,False,False,1
"ProcessCodi: A case study on social BPM through integration of SNS, mind map, and BPMS",2011,1,1,1,False,False,3
Business process orientation in Croatian companies: A multi-site case study,2011,0,3,0,True,True,3
Entity-centric operations modeling for business process management - A multidisciplinary review of the state-of-the-art,2011,1,0,0,False,False,1
Toward engineering of security of information systems: The security acts,2011,1,0,0,False,False,1
What makes a useful maturity model? A framework of general design principles for maturity models and its demonstration in business process management,2011,2,0,0,False,False,2
Teaching business process management in cross-country collaborative teams using ERP,2011,2,3,0,False,True,5
Boundary spanning practices in BPM: A dynamic capability perspective,2011,2,0,0,False,False,2
Alignment of business process management and business rules,2011,4,0,0,False,False,4
Where are the participants? Including motivational aspects into theorizing and design in is research,2011,2,1,0,False,False,3
Business Process Modeling and simulation,2011,1,0,0,False,False,1
An hybrid integration approach to business process management implementation,2011,0,0,2,False,False,2
The S-BPM modelling technique as an enabling tool for representation of agency and situation,2011,2,0,0,False,False,2
ERP and BPMS integration at a manufacturing simulation lab,2011,0,0,5,False,False,5
Enhancement of traditional Business Process Management with reflection - A new perspective for organisational learning?,2011,2,1,0,True,False,3
Proposal of a NPD diagnostic method to identify improvement opportunities,2011,1,2,0,True,False,3
"""To standardize or not to standardize?"" - Understanding the effect of business process complexity on business process standardization",2011,2,0,0,False,False,2
Enacting BPM-oriented workflows with Wade,2011,3,2,0,False,True,5
Improving knowledge-intensive health care processes beyond efficiency,2011,0,1,0,True,True,1
Business activity management for service networks in cloud environments,2011,3,1,0,False,False,4
Deriving system complexity metric from events and its validation,2011,2,1,0,True,False,3
Towards automatic incremental synchronization of multiple process models via information flow optimization,2011,3,1,3,False,False,7
Role of the concept of services in business process management,2011,1,0,0,False,False,1
The model of BPM based on Six Sigma and its application on material delivery of discrete manufacturing enterprise,2011,3,0,0,False,False,3
Towards situational business process modeling support,2011,1,0,0,False,False,1
Business process change management based on process model synchronization of multiple abstraction levels,2011,5,1,0,True,False,6
Execution measurement-driven continuous improvement of business processes implemented by services,2011,2,2,0,True,False,4
Confirming BPM theory in creative industry context - A case study in the German TV industry,2011,3,1,0,False,False,4
Decision-enabled dynamic process management for networked enterprises,2011,2,0,0,False,False,2
Business rules for creating process flexibility: Mapping RIF rules and BDI rules,2011,1,0,2,False,False,3
Goal-driven business process derivation,2011,4,0,1,False,False,5
Towards collaborative business process management development: Current and future approaches,2011,1,0,1,False,False,2
Imprint lithography template technology for bit patterned media (BPM),2011,1,0,8,False,False,9
On-line training and certification solution for business process managers,2011,1,2,0,True,False,3
Fragment-based version management for repositories of business process models,2011,3,1,0,False,True,4
A business process management based virtual learning environment : Customised learning paths,2011,2,0,0,False,False,2
A blueprint for event-driven business activity management,2011,3,0,0,False,False,3
Towards goal-driven access to process warehouse: Integrating goals with process warehouse for business process analysis,2011,1,1,0,False,True,2
An empirical analysis of human performance and error in process model development,2011,3,2,0,False,False,5
Design and fabrication of a 1-by-4 multimode interference splitter based on InP,2011,2,1,1,True,False,4
Calculation methods for costs optimization and process modeling in health care: A preliminary view,2011,0,0,3,False,False,3
E = MA2 (e-learning in a Moodle-based adaptive and accumulative system),2011,2,1,0,False,True,3
Current and future issues in BPM research: A European perspective from the ERCIS meeting 2010,2011,15,1,1,False,False,17
Business process co-design for energy-aware adaptation,2011,2,3,0,True,True,5
Achieving multi-tenanted business processes in SaaS applications,2011,2,1,0,True,False,3
Knowledge applications development for SMEs business management system improvement,2011,3,2,0,False,True,5
Compliance by design for artifact-centric business processes,2011,1,0,0,False,False,1
The architecture of a secure business-process-management system in service-oriented environments,2011,2,0,0,False,False,2
SlapOS: A multi-purpose distributed cloud operating system based on an ERP billing model,2011,2,0,1,False,False,3
An approach to agility in enterprise innovation,2011,1,3,0,False,True,4
The multiple quality models paradox: How much 'best practice' is just enough?,2011,2,0,0,False,False,2
Evidence-based (S-)BPM education,2011,1,0,0,False,False,1
Learning environment for organizations IT management supported by a simulation game,2011,1,2,0,True,False,3
Stimulating skill evolution in market-based crowdsourcing,2011,3,0,1,False,False,4
Towards consistency management for a business-driven development of SOA,2011,3,0,0,False,False,3
Holonic modelling of business process management,2011,3,1,0,False,True,4
Project4Sure X: Accelerating implementation projects for the microsoft dynamics suite with BPM 2.0,2011,4,0,0,False,False,4
A systematic review of goal-oriented requirements management frameworks for business process compliance,2011,2,1,0,True,False,3
Study on business process management of telecom,2011,1,0,1,False,False,2
Process training to support change necessary within the scope of process implementation,2011,2,0,0,False,False,2
Platform for managing and routing cross-organizational business processes on a network router,2011,5,0,0,False,False,5
Querying process models based on the temporal relations between tasks,2011,4,2,0,False,True,6
Optimizing the trade-off between complexity and conformance in process reduction,2011,2,1,0,False,False,3
Process improvement model and it's application for manufacturing industry based on the BPM-ERP integrated framework,2011,0,1,1,False,True,2
BPM@KMU - Designing e-learning for the introduction of BPM in small- and medium-sized enterprises,2011,2,0,0,False,False,2
"CGAA/EES at NEC corporation, powered by S-BPM: The subject-oriented BPM development technique using top-down approach",2011,8,0,0,False,False,8
Efficient retrieval of similar business process models based on structure (Short paper),2011,2,1,0,False,True,3
Always stay flexible! WfMS-independent business process controlling in SOA,2011,5,0,0,False,False,5
On the restriction to numeric indicators in Performance Measurement Systems,2011,2,0,0,False,False,2
Optimizing process performance visibility through additional descriptive features in performance measurement,2011,3,0,0,False,False,3
Proactive business process compliance monitoring with event-based systems,2011,5,0,0,False,False,5
CbSSDF: A two-layer conceptual graph approach to web services description and composition - A scenario based solution analysis and comparison with OWL-S,2011,3,0,0,False,False,3
Conformance checking using cost-based fitness analysis,2011,1,0,2,False,False,3
CoReL: Policy-based and model-driven regulatory compliance management,2011,2,1,1,False,True,4
ePASS-IoS 1.1: Enabling inter-enterprise business process modeling by S-BPM and the internet of services concept,2011,3,0,0,False,False,3
Business metadata with the STA data modelling technique,2011,2,0,0,False,False,2
OWL model to support business process and web services in SOA environments,2011,1,0,2,False,False,3
A modeling approach for business processes based on variability,2011,0,0,2,False,False,2
Analysis and design of novel photonic active devices based on dilute nitrides,2011,2,2,0,True,False,4
Discovery of role-based organization structure model in BPMS,2011,0,0,1,False,False,1
Toward a theory of managing creativity-intensive processes: A creative industries study,2011,1,0,0,False,False,1
Managing process model complexity via abstract syntax modifications,2011,3,1,2,False,False,6
Controlled flexibility in business processes defined for service compositions,2011,2,1,0,True,False,3
"History-aware, real-time risk detection in business processes",2011,4,0,0,False,False,4
Towards contextual S-BPM: Method and case study,2011,1,2,0,False,True,3
Behavioral similarity - A proper metric,2011,3,0,0,False,False,3
Declarative enhancement framework for business processes,2011,3,0,0,False,False,3
Towards a compiler for business-IT systems: A vision statement complemented with a research agenda,2011,4,1,0,True,False,5
The use of 2d and 3d WA-BPM models to analyze total-internal-reflection- based integrated optical switches,2011,4,1,1,False,False,6
A research on flexible business process management system based on knowledge base and semantic web services,2011,0,1,1,True,False,2
What BPM technology can do for healthcare process support,2011,1,0,0,False,False,1
Border pairs method - Constructive MLP learning classification algorithm,2011,3,0,0,False,False,3
Business process modelling notation from the methodical perspective,2011,1,0,0,False,False,1
A model-driven BPM approach for SOA mediation information system design in a collaborative context,2011,3,0,2,False,False,5
Adaptive case management: Supporting knowledge intensive processes with IT systems,2011,2,0,0,False,False,2
A semantic rule and event driven approach for agile decision-centric business process management (invited paper),2011,1,0,0,False,False,1
Synchronization of adaptive process models using levels of abstraction,2011,5,1,0,True,False,6
Checklist Manifesto for Electronic Resources: Getting Ready for the Fiscal Year and Beyond,2011,1,2,0,True,False,3
Agile process management in an industrial R & D department,2011,1,1,0,False,True,2
A deadlock detection method for inter-organizational business process based on role network model,2011,1,0,2,False,False,3
Business process management: A survey among small and medium sized enterprises,2011,3,1,0,False,False,4
Strukt - A pattern system for integrating individual and organizational knowledge work,2011,3,0,0,False,False,3
Enterprise systems: State-of-the-art and future trends,2011,0,1,0,True,True,1
Extended ontology-based process management architecture,2011,0,3,0,True,True,3
High quality technical documentation for large industrial plants using an enterprise engineering and conceptual modeling based software solution,2011,1,0,0,False,False,1
Uniform modeling of resources and business processes using business entities,2011,3,0,1,False,False,4
M3 - A behavioral similarity metric for business processes,2011,3,0,0,False,False,3
Goals for an IoT context-based process modelling language regarding logistics,2011,2,1,0,False,True,3
Releasing material screening and continuous nano-imprinting in mold replication for Nano-Imprint Lithography,2011,4,0,1,False,False,5
Optimising operational costs using Soft Computing techniques,2011,4,1,0,False,False,5
Defining customizable business processes without compromising the maintainability in multi-tenant SaaS applications,2011,2,1,0,True,False,3
Business process management adoption: A case study of a South African supermarket retailer,2011,1,1,0,False,True,2
A framework proposal for intelligent management of unexpected exceptions in workflow,2011,0,1,0,True,True,1
Situatedness - The Amalgam of Agile (S-)BPM,2011,2,0,0,False,False,2
